"","feature_1","feature_2","feature_3_impute","feature_4","id","date","y","key"
"1",39.1650852805171,60.2537651824614,137.986051124635,-35.4626852077636,50501,"2000","active","1"
"2",-12.6142890564837,57.9592367285814,126.212292781221,44.4206473130285,50501,"2001","90+DPD","2"
"3",0.0438132130473429,-39.2939066385975,138.68717457214,64.9441123451563,50501,"2002","active","3"
"4",2.29698364873604,49.9966856573595,123.782455584959,-3.58787259372428,50501,"2003","active","4"
"5",7.18889686802005,-83.5332298372576,150.10204613105,95.359640628291,50501,"2004","active","5"
"6",20.6087140629038,-1.24905303158188,150.557765364227,64.40167787596,50501,"2005","active","6"
"7",59.0137762531021,NA,157.725891344994,-0.203225365175335,50501,"2006","active","7"
"8",17.1117008797401,123.262510676291,125.965793563996,-30.755793790136,50501,"2007","active","8"
"9",858.571830205012,191.99746290459,193.695772494078,-129.18511802681,50501,"2008","active","9"
"10",28.2289108888697,67.1452122170618,138.512807386168,-5.61469139794347,50501,"2009","active","10"
"11",30.0512211962388,65.5964811255219,139.067015887342,15.5273307116617,50501,"2010","active","11"
"12",30.8921077281794,-12.6592410840648,162.500988998026,89.5252839292273,50501,"2011","active","12"
"13",103.112764096274,139.009075449805,184.832861240476,4.95971634097502,50501,"2012","active","13"
"14",59.5627614264987,128.358744224712,159.532488436944,6.14709675124501,50501,"2013","active","14"
"15",931.672698481754,192.167274011488,139.067015887342,-71.3965200727251,50501,"2014","active","15"
"16",102.42018180208,142.155980030038,163.94684409911,-82.6644649239064,50502,"2000","active","16"
"17",-50.435179400023,87.3352298549424,97.5925654554085,17.4021183423313,50502,"2001","90+DPD","17"
"18",-18.7565808386865,22.0168034531023,103.281527709455,-38.6513134177003,50502,"2002","active","18"
"19",743.255604905289,172.117422643646,185.175916308692,-107.82273886936,50502,"2003","active","19"
"20",81.4467372368217,109.755034577666,153.441946201763,-75.189079253583,50502,"2004","active","20"
"21",38.5897550655424,19.5544233683023,157.321634867468,48.3221292451784,50502,"2005","active","21"
"22",40.6573979077969,56.0654131317208,156.730068168379,40.9694748472074,50502,"2006","active","22"
"23",-41.3948924209887,-9.72814346765061,88.8001027078796,-44.0004315289205,50502,"2007","active","23"
"24",62.5384291323173,-53.1693568221686,169.71640937179,40.3469507219543,50502,"2008","90+DPD","24"
"25",45.1380199780208,-4.23143298927645,165.63084148689,67.160542526395,50502,"2009","90+DPD","25"
"26",92.431842703344,124.606718191583,162.545555873747,-63.7106729993404,50503,"2000","active","26"
"27",-33.4305734049467,60.3681449675608,106.827514651287,13.8561826324155,50503,"2001","90+DPD","27"
"28",2.53451401936937,18.2266953589446,130.524845790343,24.341332079351,50503,"2002","90+DPD","28"
"29",4.10361823530434,15.3917961355973,134.391998371507,36.915819539024,50503,"2003","active","29"
"30",120.625662354309,160.659741371812,179.093844617641,-63.449950641232,50503,"2004","active","30"
"31",67.1691705135782,98.1256884839404,158.336037721902,-18.4327204825249,50503,"2005","active","31"
"32",90.3224573180883,140.179018926076,159.7508341108,-70.2016050599976,50503,"2006","active","32"
"33",-10.469613141516,39.6248866878862,101.344187932167,-67.6135555529179,50503,"2007","active","33"
"34",66.8577892509729,92.6757480705117,151.152884908286,-48.4528682651619,50503,"2008","active","34"
"35",95.9306728427241,118.652027402099,159.20200813627,-86.8895991928285,50503,"2009","active","35"
"36",46.3934908294743,118.522457563844,153.975990828441,15.400729795179,50503,"2010","active","36"
"37",20.702707309339,-74.3312732612974,123.604508726071,-51.9710884477501,50503,"2011","90+DPD","37"
"38",-27.0249546723637,89.0647409620383,120.497834993799,56.5513127048133,50504,"2000","90+DPD","38"
"39",21.6389155096746,37.4518504577801,139.067015887342,35.1999645823445,50504,"2001","active","39"
"40",680.975533239863,178.420414869624,189.937472454427,-56.02966778805,50504,"2002","active","40"
"41",26.27824012273,60.273625347408,126.213669551511,-53.4227994588218,50504,"2003","active","41"
"42",29.1949612478881,78.9048375600474,145.837189462207,23.428628517433,50504,"2004","active","42"
"43",107.271223529021,159.562848664715,178.024016646378,-34.4340832198579,50504,"2005","active","43"
"44",-65.3973204656877,61.4793023469916,79.2710226102089,-23.6396182131174,50504,"2006","90+DPD","44"
"45",89.7390740016116,128.114889249654,174.26199411638,-6.74671575676308,50504,"2007","active","45"
"46",-69.6379124339818,-5.57361445858828,60.9173708672315,-92.2315718675048,50504,"2008","90+DPD","46"
"47",38.043832301665,3.30240171590358,162.372827623735,71.1466069486591,50505,"2000","active","47"
"48",20.8518941956878,44.4255983213621,140.868906897458,22.7965145976546,50505,"2001","active","48"
"49",-104.484386194224,188.411357923126,71.8168682431935,44.1475022173108,50505,"2002","90+DPD","49"
"50",13.0657732384521,42.6687347882735,118.263219228847,-54.3889210715015,50505,"2003","active","50"
"51",89.2651262696023,104.863524876375,151.972765439688,-101.204091360977,50505,"2004","active","51"
"52",81.0578108998191,208.635726144808,166.641002546704,-16.6768617024896,50505,"2005","active","52"
"53",27.1319957222471,NA,137.14674236054,-8.3934231160429,50505,"2006","active","53"
"54",106.363671720813,159.303363791392,180.53180687234,-21.418644546692,50505,"2007","active","54"
"55",-21.4621734469957,26.2616731630783,99.0689081672618,-49.8297610885336,50505,"2008","active","55"
"56",63.54711281345,216.571823901107,150.904707607364,-39.8850525266021,50505,"2009","active","56"
"57",-40.0780607074522,77.428744347729,104.892465400182,22.480773325692,50505,"2010","90+DPD","57"
"58",30.2968412281563,50.9413425676938,121.282511261762,-84.7407166805669,50505,"2011","active","58"
"59",34.0244288562119,61.6515353291212,148.024331366879,20.456142133066,50505,"2012","active","59"
"60",-31.8654064336693,-1.8839558659368,86.0018569757079,-79.8768423471997,50506,"2000","active","60"
"61",36.6729013172138,66.6073214235627,148.307176682587,15.0538579057946,50506,"2001","active","61"
"62",-655.787287372623,288.179344514862,72.0282014247067,113.221070887316,50506,"2002","90+DPD","62"
"63",22.8304787079733,29.1335320295924,147.000942302227,43.9045125483317,50506,"2003","active","63"
"64",-2.49716648020365,23.0313876774598,129.954326174293,34.6119526692253,50506,"2004","active","64"
"65",17.8516172102656,132.508953714957,123.699323031866,-42.2222296785474,50506,"2005","active","65"
"66",84.7935417635853,104.145460499804,160.278872269877,-54.405530377131,50506,"2006","active","66"
"67",46.827958543915,76.5825454335054,160.030306906693,39.7825145295445,50506,"2007","active","67"
"68",58.4419236527058,NA,150.337541542432,-29.8151697104904,50506,"2008","active","68"
"69",35.4647110332053,64.2324570941614,134.546911993329,-40.8297519716253,50506,"2009","active","69"
"70",74.9200177432983,296.872338280106,139.067015887342,-94.0541303390363,50507,"2000","active","70"
"71",61.2424948727921,103.197813935625,157.568423743117,-6.75066707092404,50507,"2001","active","71"
"72",8.53349492378254,38.6717542942386,114.028129772116,-61.153063480798,50507,"2002","90+DPD","72"
"73",74.4386936230988,84.7290834951742,178.999819598095,51.5818021863078,50507,"2003","active","73"
"74",33.3898088579906,-32.1288441118179,165.303028266881,95.0294820241927,50507,"2004","active","74"
"75",79.2770670943763,105.132222181468,160.090156034813,-41.3206769261391,50507,"2005","active","75"
"76",13.4788856523367,39.9407209355069,127.268336393812,-16.9118095102802,50507,"2006","active","76"
"77",-90.1745961902815,202.915527540854,89.2345289494437,82.8429364952492,50507,"2007","90+DPD","77"
